사고연도,사고유형구분,사고다발지역시도시군구,사고지역위치명,사고건수,사상자수,위도,경도
2012,스쿨존어린이,서울특별시 종로구1,서울특별시 종로구 혜화동(혜화초교 부근),2,2,37.588413,126.999607
2012,스쿨존어린이,서울특별시 성북구1,서울특별시 성북구 종암동(숭례초교 부근),2,2,37.595505,127.035733
2012,스쿨존어린이,서울특별시 성북구2,서울특별시 성북구 동소문동7가(정덕초교 부근),2,2,37.597571,127.014564
2012,스쿨존어린이,서울특별시 성북구3,서울특별시 성북구 석관동(석관초교 부근),3,3,37.610429,127.059596
2012,스쿨존어린이,서울특별시 도봉구1,서울특별시 도봉구 쌍문동(쌍문초교 부근),2,2,37.648129,127.024430
2012,스쿨존어린이,서울특별시 노원구1,서울특별시 노원구 상계동(동일초교 부근),2,2,37.664437,127.056828
2012,스쿨존어린이,서울특별시 구로구1,서울특별시 구로구 개봉동(개봉초교 부근),2,3,37.489940,126.856930
2012,스쿨존어린이,서울특별시 구로구2,서울특별시 구로구 개봉동(매봉초교 부근),2,2,37.503921,126.845831
2012,스쿨존어린이,서울특별시 송파구1,서울특별시 송파구 방이동(방산초교 부근),2,2,37.509797,127.122101
2012,스쿨존어린이,경기도 수원시 영통구1,경기도 수원시 영통구 매탄동(매탄초교 효동초교 부근),2,2,37.262664,127.044647
2012,보행어린이,서울특별시 용산구1,서울특별시 용산구 한남동(순천향병원 부근),3,3,37.533295,127.005586
2012,보행어린이,서울특별시 성동구1,서울특별시 성동구 행당동(무학여고앞 부근),4,5,37.558635,127.032724
2012,보행어린이,서울특별시 광진구1,서울특별시 광진구 구의동(슬기유치원앞 부근),3,3,37.552232,127.093095
2012,보행어린이,서울특별시 광진구2,서울특별시 광진구 광장동(광장사거리 부근),5,5,37.544331,127.103648
2012,보행어린이,서울특별시 중랑구1,서울특별시 중랑구 중화동(태능시장 부근),3,3,37.598100,127.076933
2012,보행어린이,서울특별시 중랑구2,서울특별시 중랑구 중화동(성은교회앞 부근),3,3,37.603016,127.077223
2012,보행어린이,서울특별시 중랑구3,서울특별시 중랑구 묵동(브라운스톤태릉아파트(102동) 부근),3,3,37.618059,127.082962
2012,보행어린이,서울특별시 성북구1,서울특별시 성북구 종암동(종암동 근린생활시설 부근),4,5,37.599147,127.033915
2012,보행어린이,서울특별시 성북구2,서울특별시 성북구 석관동(석관초등학교 부근),4,4,37.611518,127.060141
2012,보행어린이,서울특별시 도봉구1,서울특별시 도봉구 쌍문동(쌍문3파출소 부근),4,4,37.648390,127.025220
2012,보행어린이,서울특별시 노원구1,서울특별시 노원구 공릉동(공릉역 부근),3,4,37.626756,127.075194
2012,보행어린이,서울특별시 은평구1,서울특별시 은평구 녹번동(서운빌딩 부근),3,3,37.602728,126.927089
2012,보행어린이,서울특별시 마포구1,서울특별시 마포구 용강동(신석초등교앞_대흥로_진입 부근),3,3,37.544532,126.937591
2012,보행어린이,서울특별시 마포구2,서울특별시 마포구 망원동(동교초교 부근),4,4,37.557490,126.903026
2012,보행어린이,서울특별시 양천구1,서울특별시 양천구 목동(국민건강보험공단양천지사 부근),3,3,37.535824,126.877490
2012,보행어린이,서울특별시 양천구2,서울특별시 양천구 목동(강서고등학교 부근),4,4,37.536467,126.868740
2012,보행어린이,서울특별시 양천구3,서울특별시 양천구 신월동(신길제1동하나은행 부근),4,4,37.530519,126.837310
2012,보행어린이,서울특별시 강서구1,서울특별시 강서구 화곡동(신정초교앞사거리 부근),5,5,37.531613,126.854639
2012,보행어린이,서울특별시 구로구1,서울특별시 구로구 오류동(오류1동새마을금고도서관 부근),3,4,37.497295,126.842386
2012,보행어린이,서울특별시 구로구2,서울특별시 구로구 오류동(오남중학교 부근),3,3,37.487968,126.837826
2012,보행어린이,서울특별시 구로구3,서울특별시 구로구 개봉동(개봉고가차도(남측) 부근),4,4,37.491194,126.855938
2012,보행어린이,서울특별시 금천구1,서울특별시 금천구 독산동(시흥4동사거리 부근),4,4,37.464018,126.904895
2012,보행어린이,서울특별시 금천구2,서울특별시 금천구 시흥동(은행나무오거리 부근),4,6,37.451125,126.908656
2012,보행어린이,서울특별시 영등포구1,서울특별시 영등포구 신길동(대영고등학교 부근),3,3,37.503818,126.905529
2012,보행어린이,서울특별시 동작구1,서울특별시 동작구 상도동(상도동다빈모1프라자 부근),3,3,37.498945,126.935184
2012,보행어린이,서울특별시 관악구1,서울특별시 관악구 신림동(신성교(남단) 부근),3,3,37.470041,126.937117
2012,보행어린이,서울특별시 관악구2,서울특별시 관악구 봉천동(대주빌딩 부근),3,3,37.479856,126.958888
2012,보행어린이,서울특별시 송파구1,서울특별시 송파구 송파동(청원빌딩 부근),3,3,37.509467,127.110134
2012,보행어린이,서울특별시 송파구2,서울특별시 송파구 송파동(송파여성문화회관 부근),3,3,37.504705,127.110024
2012,보행어린이,서울특별시 송파구3,서울특별시 송파구 마천동(거여삼거리 부근),3,3,37.494207,127.152395
2012,보행어린이,서울특별시 송파구4,서울특별시 송파구 문정동(에코타워 부근),4,4,37.488416,127.128384
2012,보행어린이,서울특별시 송파구5,서울특별시 송파구 가락동(가락대림사거리 부근),4,6,37.498465,127.119842
2012,보행어린이,서울특별시 강동구1,서울특별시 강동구 명일동(삼환아파트 부근),3,3,37.548570,127.152623
2012,보행어린이,경기도 수원시 장안구1,경기도 수원시 장안구 조원동(이천산업 부근),3,3,37.301442,127.014920
2012,보행어린이,경기도 성남시 수정구1,경기도 성남시 수정구 태평동(삼성로얄빌라 부근),3,3,37.443467,127.132595
2012,보행어린이,경기도 성남시 수정구2,경기도 성남시 수정구 신흥동(보건소삼거리 부근),3,3,37.450973,127.150856
2012,보행어린이,경기도 성남시 수정구3,경기도 성남시 수정구 양지동(단대동우체국 부근),4,4,37.454222,127.160454
2012,보행어린이,경기도 성남시 수정구4,경기도 성남시 수정구 태평동(태평고가사거리 부근),4,5,37.444508,127.128170
2012,보행어린이,경기도 성남시 중원구1,경기도 성남시 중원구 상대원동(우리집부동산 부근),3,3,37.438784,127.165713
2012,보행어린이,경기도 용인시 기흥구1,경기도 용인시 기흥구 보정동(보정119안전센터 부근),3,4,37.319701,127.115586
2012,보행어린이,경기도 용인시 기흥구2,경기도 용인시 기흥구 영덕동(태평양수원공장 부근),3,3,37.273502,127.070099
2012,보행어린이,경기도 용인시 기흥구3,경기도 용인시 기흥구 고매동(서원아파트 부근),3,3,37.231677,127.109452
2012,보행노인,서울특별시 종로구1,서울특별시 종로구 교북동(독립문_의주로_진출_1 부근),3,3,37.571937,126.960630
2012,보행노인,서울특별시 종로구2,서울특별시 종로구 충신동(이화사거리 부근),5,5,37.576104,127.004403
2012,보행노인,서울특별시 종로구3,서울특별시 종로구 장사동(종묘공원 부근),6,6,37.570706,126.993647
2012,보행노인,서울특별시 종로구4,서울특별시 종로구 창신동(동묘앞역_다산로_진입 부근),6,6,37.572359,127.016856
2012,보행노인,서울특별시 중구1,서울특별시 중구 인현동1가(대림상가앞 부근),3,3,37.566380,126.995342
2012,보행노인,서울특별시 중구2,서울특별시 중구 의주로1가(청암빌딩 부근),4,4,37.558126,126.971500
2012,보행노인,서울특별시 중구3,서울특별시 중구 신당동(약수역_다산로_진출_1 부근),8,8,37.554076,127.010539
2012,보행노인,서울특별시 용산구1,서울특별시 용산구 한강로2가(철도건설본부 부근),3,3,37.529175,126.966815
2012,보행노인,서울특별시 용산구2,서울특별시 용산구 한남동(순천향병원 부근),3,3,37.533462,127.004476
2012,보행노인,서울특별시 용산구3,서울특별시 용산구 이태원동(그랜드하얏트서울호텔 부근),3,3,37.541185,126.996186
2012,보행노인,서울특별시 성동구1,서울특별시 성동구 행당동(무학여고앞 부근),3,3,37.558349,127.032607
2012,보행노인,서울특별시 성동구2,서울특별시 성동구 도선동(왕십리역_왕십리길_진입_1 부근),4,4,37.561571,127.035133
2012,보행노인,서울특별시 광진구1,서울특별시 광진구 구의동(자양사거리_구의로_진출_1 부근),4,4,37.537502,127.085717
2012,보행노인,서울특별시 광진구2,서울특별시 광진구 구의동(구의사거리 부근),5,5,37.545509,127.087250
2012,보행노인,서울특별시 동대문구1,서울특별시 동대문구 답십리동(답십리사거리 부근),4,5,37.571831,127.057404
2012,보행노인,서울특별시 동대문구2,서울특별시 동대문구 제기동(식당재료유통할인 부근),4,4,37.582779,127.039980
2012,보행노인,서울특별시 동대문구3,서울특별시 동대문구 회기동(회기역앞_회기로_진출_1 부근),4,5,37.589948,127.054378
2012,보행노인,서울특별시 동대문구4,서울특별시 동대문구 신설동(신설동역_난정로_진입_1 부근),4,4,37.575074,127.022965
2012,보행노인,서울특별시 동대문구5,서울특별시 동대문구 제기동(홍파초교후문 부근),4,5,37.586327,127.040451
2012,보행노인,서울특별시 동대문구6,서울특별시 동대문구 휘경동(위생병원앞 부근),4,5,37.590171,127.062352
2012,보행노인,서울특별시 동대문구7,서울특별시 동대문구 용두동(용두 치안센터 부근),6,6,37.578086,127.033727
2012,보행노인,서울특별시 동대문구8,서울특별시 동대문구 청량리동(청량리역_일반국도6호선_진입_1 부근),16,16,37.579895,127.044103
2012,보행노인,서울특별시 중랑구1,서울특별시 중랑구 면목동(면목역 부근),3,3,37.589024,127.087428
2012,보행노인,서울특별시 중랑구2,서울특별시 중랑구 상봉동(한일써너스빌리젠시2 부근),3,3,37.598463,127.093966
2012,보행노인,서울특별시 중랑구3,서울특별시 중랑구 신내동(중랑구청사거리 부근),4,4,37.606820,127.094775
2012,보행노인,서울특별시 중랑구4,서울특별시 중랑구 면목동(동원사거리 부근),4,4,37.589480,127.092896
2012,보행노인,서울특별시 중랑구5,서울특별시 중랑구 중화동(대원메디컬빌딩 부근),5,5,37.601539,127.078144
2012,보행노인,서울특별시 중랑구6,서울특별시 중랑구 상봉동(우리은행중랑교지점 부근),5,6,37.593814,127.075753
2012,보행노인,서울특별시 중랑구7,서울특별시 중랑구 망우동(원동빌딩 부근),6,6,37.599422,127.098716
2012,보행노인,서울특별시 성북구1,서울특별시 성북구 동소문동7가(흥천사입구 부근),3,3,37.595991,127.015401
2012,보행노인,서울특별시 성북구2,서울특별시 성북구 석관동(석관동제일은행 부근),3,3,37.606336,127.061388
2012,보행노인,서울특별시 성북구3,서울특별시 성북구 정릉동(국민은행정릉 부근),3,3,37.608799,127.009945
2012,보행노인,서울특별시 성북구4,서울특별시 성북구 안암동3가(제삼주유소 부근),3,3,37.580499,127.022719
2012,보행노인,서울특별시 성북구5,서울특별시 성북구 동소문동1가(실과바늘 부근),4,4,37.593283,127.017585
2012,보행노인,서울특별시 성북구6,서울특별시 성북구 정릉동(정릉2동 주민센터 부근),4,4,37.605302,127.011364
2012,보행노인,서울특별시 성북구7,서울특별시 성북구 하월곡동(생명의전화(종합복지관) 부근),7,7,37.604038,127.037956
2012,보행노인,서울특별시 성북구8,서울특별시 성북구 종암동(종암2치안센터 부근),7,7,37.600892,127.033394
2012,보행노인,서울특별시 강북구1,서울특별시 강북구 수유동(수유역 부근),3,3,37.637929,127.024929
2012,보행노인,서울특별시 강북구2,서울특별시 강북구 수유동((주)월드패션투어 부근),4,4,37.646189,127.015117
2012,보행노인,서울특별시 강북구3,서울특별시 강북구 미아동(방천시장입구 부근),7,7,37.612223,127.034705
2012,보행노인,서울특별시 도봉구1,서울특별시 도봉구 방학동(LG대경주유소 부근),3,3,37.665305,127.042843
2012,보행노인,서울특별시 도봉구2,서울특별시 도봉구 창동(창동역서측 부근),3,3,37.653771,127.046113
2012,보행노인,서울특별시 도봉구3,서울특별시 도봉구 쌍문동(숭미초교 부근),3,3,37.650393,127.027880
2012,보행노인,서울특별시 도봉구4,서울특별시 도봉구 도봉동(온누리도봉약국 부근),3,3,37.676799,127.044872
2012,보행노인,서울특별시 도봉구5,서울특별시 도봉구 창동(창원초교 부근),3,3,37.652304,127.041392
2012,보행노인,서울특별시 도봉구6,서울특별시 도봉구 방학동(아람미술놀이방 부근),4,4,37.668952,127.033273
2012,보행노인,서울특별시 도봉구7,서울특별시 도봉구 방학동(동부센트리빌아파트 부근),6,6,37.662864,127.040035
2012,보행노인,서울특별시 노원구1,서울특별시 노원구 하계동(한성여객(주) 부근),3,3,37.637909,127.071462
2012,보행노인,서울특별시 노원구2,서울특별시 노원구 월계동(월계4동사무소앞 부근),3,3,37.631702,127.061185
2012,보행노인,서울특별시 노원구3,서울특별시 노원구 공릉동(공릉역 부근),3,3,37.625138,127.073147
2012,보행노인,서울특별시 노원구4,서울특별시 노원구 상계동(상계초교입구 부근),4,4,37.657125,127.066609
2012,보행노인,서울특별시 노원구5,서울특별시 노원구 상계동(상계벽산아파트101동 부근),4,4,37.659418,127.071768
2012,보행노인,서울특별시 노원구6,서울특별시 노원구 월계동(월계초교앞 부근),4,4,37.625507,127.051341
2012,보행노인,서울특별시 은평구1,서울특별시 은평구 수색동(수색차량사무소입구 부근),2,2,37.588954,126.884939
2012,보행노인,서울특별시 은평구2,서울특별시 은평구 갈현동(길마독사거리 부근),3,3,37.615261,126.917869
2012,보행노인,서울특별시 은평구3,서울특별시 은평구 불광동(불광동라비앙프라자 부근),3,3,37.612574,126.932047
2012,보행노인,서울특별시 은평구4,서울특별시 은평구 증산동(청솔식당 부근),3,3,37.579016,126.900889
2012,보행노인,서울특별시 은평구5,서울특별시 은평구 녹번동(선학수련원 부근),4,4,37.601633,126.928537
2012,보행노인,서울특별시 은평구6,서울특별시 은평구 신사동(신사사거리 부근),4,5,37.596185,126.908806
2012,보행노인,서울특별시 은평구7,서울특별시 은평구 대조동(역촌사거리 부근),4,4,37.608462,126.919847
2012,보행노인,서울특별시 은평구8,서울특별시 은평구 불광동(지현한방병원 부근),4,5,37.625429,126.920140
2012,보행노인,서울특별시 은평구9,서울특별시 은평구 불광동(연천초교길-연서로진입로 부근),4,4,37.621467,126.926090
2012,보행노인,서울특별시 은평구10,서울특별시 은평구 대조동(대조.불광시장 부근),5,8,37.608683,126.926613
2012,보행노인,서울특별시 은평구11,서울특별시 은평구 불광동(불광전화국앞 부근),5,7,37.612592,126.928292
2012,보행노인,서울특별시 은평구12,서울특별시 은평구 대조동(신한은행연신내지점 부근),7,9,37.619286,126.921246
2012,보행노인,서울특별시 서대문구1,서울특별시 서대문구 홍제동(충만한교회 부근),3,3,37.593553,126.947674
2012,보행노인,서울특별시 서대문구2,서울특별시 서대문구 남가좌동(중암교사거리 부근),3,3,37.572821,126.922059
2012,보행노인,서울특별시 서대문구3,서울특별시 서대문구 홍은동(홍은사거리_의주로_진출 부근),5,5,37.591242,126.941809
2012,보행노인,서울특별시 서대문구4,서울특별시 서대문구 창천동(신촌로터리_일반국도6호선_진출_ 부근),5,5,37.555459,126.935768
2012,보행노인,서울특별시 마포구1,서울특별시 마포구 아현동(굴레방다리_일반국도6호선_진출 부근),3,3,37.557689,126.955746
2012,보행노인,서울특별시 마포구2,서울특별시 마포구 신수동(우마카서비스 부근),4,4,37.550319,126.932430
2012,보행노인,서울특별시 양천구1,서울특별시 양천구 신월동(대흥빌딩 부근),3,3,37.520654,126.834865
2012,보행노인,서울특별시 양천구2,서울특별시 양천구 신정동(신정3평화은행 부근),3,4,37.517352,126.853553
2012,보행노인,서울특별시 강서구1,서울특별시 강서구 화곡동(홍익병원앞_등촌로_진입_1 부근),3,3,37.530665,126.863875
2012,보행노인,서울특별시 강서구2,서울특별시 강서구 화곡동(강서구청입구 부근),3,3,37.556113,126.852410
2012,보행노인,서울특별시 강서구3,서울특별시 강서구 화곡동(화곡사거리 부근),4,4,37.530715,126.847285
2012,보행노인,서울특별시 강서구4,서울특별시 강서구 염창동(태진빌딩 부근),4,4,37.546968,126.876047
2012,보행노인,서울특별시 강서구5,서울특별시 강서구 내발산동(우장산역 부근),5,6,37.548137,126.834714
2012,보행노인,서울특별시 강서구6,서울특별시 강서구 화곡동(청구빌라트 부근),6,6,37.545478,126.845805
2012,보행노인,서울특별시 구로구1,서울특별시 구로구 구로동(한국인력관리공단 부근),3,3,37.485933,126.892436
2012,보행노인,서울특별시 구로구2,서울특별시 구로구 고척동(고척동청구아파트 부근),3,3,37.500553,126.863307
2012,보행노인,서울특별시 구로구3,서울특별시 구로구 오류동(새마을금고오류2동지점 부근),4,4,37.490828,126.840161
2012,보행노인,서울특별시 구로구4,서울특별시 구로구 오류동(시티월드앞 부근),4,4,37.495352,126.839827
2012,보행노인,서울특별시 구로구5,서울특별시 구로구 구로동(두산아파트 부근),4,6,37.489335,126.888865
2012,보행노인,서울특별시 구로구6,서울특별시 구로구 개봉동(개봉역 부근),7,7,37.493532,126.857572
2012,보행노인,서울특별시 금천구1,서울특별시 금천구 시흥동(관악농협협동조합 부근),3,5,37.450526,126.909862
2012,보행노인,서울특별시 금천구2,서울특별시 금천구 시흥동(장혁빌딩 부근),3,3,37.457202,126.905408
2012,보행노인,서울특별시 금천구3,서울특별시 금천구 시흥동(시흥사거리 부근),3,3,37.454720,126.900242
2012,보행노인,서울특별시 금천구4,서울특별시 금천구 시흥동(시흥4동사거리 부근),4,4,37.463383,126.904040
2012,보행노인,서울특별시 금천구5,서울특별시 금천구 독산동(독산1동새마을금고 부근),7,7,37.472176,126.897632
2012,보행노인,서울특별시 영등포구1,서울특별시 영등포구 영등포동1가(영등포로터리 부근),3,3,37.518330,126.912424
2012,보행노인,서울특별시 영등포구2,서울특별시 영등포구 영등포동(영등포역 부근),3,3,37.516216,126.906181
2012,보행노인,서울특별시 영등포구3,서울특별시 영등포구 신길동(대방역_노량진로_진출 부근),3,4,37.512954,126.924783
2012,보행노인,서울특별시 영등포구4,서울특별시 영등포구 당산동1가(영등포유통상가 부근),3,3,37.521163,126.897239
2012,보행노인,서울특별시 영등포구5,서울특별시 영등포구 신길동(신길광장공원앞_도림로_진출 부근),3,4,37.498530,126.904805
2012,보행노인,서울특별시 영등포구6,서울특별시 영등포구 문래동5가(신정동현대아파트 부근),3,3,37.517635,126.876546
2012,보행노인,서울특별시 영등포구7,서울특별시 영등포구 신길동(보라매역 부근),3,3,37.499301,126.920156
2012,보행노인,서울특별시 영등포구8,서울특별시 영등포구 영등포동4가(영등포시장앞 부근),3,3,37.520069,126.904385
2012,보행노인,서울특별시 영등포구9,서울특별시 영등포구 당산동6가(당산역_당산로_진입_1 부근),4,4,37.534411,126.902375
2012,보행노인,서울특별시 영등포구10,서울특별시 영등포구 대림동(대림역 부근),5,5,37.492961,126.897318
2012,보행노인,서울특별시 동작구1,서울특별시 동작구 사당동(남성역 부근),3,3,37.485093,126.970589
2012,보행노인,서울특별시 동작구2,서울특별시 동작구 상도동(동광교회 부근),4,4,37.501951,126.934426
2012,보행노인,서울특별시 동작구3,서울특별시 동작구 흑석동(명수대상가 부근),5,5,37.507282,126.962252
2012,보행노인,서울특별시 동작구4,서울특별시 동작구 상도동(신대방삼거리역 부근),5,5,37.499402,126.928493
2012,보행노인,서울특별시 동작구5,서울특별시 동작구 상도동(상도지구대 부근),6,6,37.503763,126.939695
2012,보행노인,서울특별시 관악구1,서울특별시 관악구 남현동(연송빌딩 부근),3,3,37.475912,126.980740
2012,보행노인,서울특별시 관악구2,서울특별시 관악구 신림동(구로디지털단지역 부근),3,3,37.484296,126.902923
2012,보행노인,서울특별시 관악구3,서울특별시 관악구 봉천동(까치고개_남부순환로_진입 부근),3,4,37.475903,126.966183
2012,보행노인,서울특별시 관악구4,서울특별시 관악구 신림동(신대방역 부근),3,3,37.486941,126.912731
2012,보행노인,서울특별시 관악구5,서울특별시 관악구 신림동(성지빌딩 부근),4,4,37.479723,126.930580
2012,보행노인,서울특별시 관악구6,서울특별시 관악구 신림동(성민사회복지관 부근),4,4,37.467692,126.931280
2012,보행노인,서울특별시 관악구7,서울특별시 관악구 봉천동(원당초교입구 부근),5,5,37.479061,126.955594
2012,보행노인,서울특별시 관악구8,서울특별시 관악구 신림동(뿌리약국 부근),5,5,37.473985,126.918777
2012,보행노인,서울특별시 관악구9,서울특별시 관악구 신림동(미림여고입구 부근),5,5,37.471137,126.933508
2012,보행노인,서울특별시 서초구1,서울특별시 서초구 방배동(삼산빌딩 부근),4,4,37.480152,126.981697
2012,보행노인,서울특별시 서초구2,서울특별시 서초구 서초동(도일빌딩 부근),5,5,37.494165,127.014084
2012,보행노인,서울특별시 강남구1,서울특별시 강남구 논현동(강남을지병원사거리_도산대로_진 부근),3,3,37.519598,127.029072
2012,보행노인,서울특별시 강남구2,서울특별시 강남구 대치동(은마상가 부근),3,3,37.496174,127.062505
2012,보행노인,서울특별시 강남구3,서울특별시 강남구 개포동(구룡마을입구 부근),5,6,37.479570,127.064454
2012,보행노인,서울특별시 송파구1,서울특별시 송파구 석촌동(석촌역_백제고분로_진출_2 부근),3,3,37.504693,127.105809
2012,보행노인,서울특별시 송파구2,서울특별시 송파구 가락동(문정동우체국 부근),4,4,37.490352,127.111787
2012,보행노인,서울특별시 송파구3,서울특별시 송파구 마천동(거여삼거리 부근),4,4,37.493404,127.153181
2012,보행노인,서울특별시 송파구4,서울특별시 송파구 가락동(GS마트입구 부근),5,5,37.492298,127.117327
2012,보행노인,서울특별시 송파구5,서울특별시 송파구 삼전동(송파구민회관 부근),5,5,37.504148,127.090869
2012,보행노인,서울특별시 송파구6,서울특별시 송파구 가락동(가락시장입구 부근),6,6,37.494202,127.109719
2012,보행노인,서울특별시 송파구7,서울특별시 송파구 거여동(거여역(거여사거리) 부근),10,10,37.493055,127.145415
2012,보행노인,서울특별시 강동구1,서울특별시 강동구 성내동(성내초등교 부근),3,3,37.530599,127.121293
2012,보행노인,서울특별시 강동구2,서울특별시 강동구 천호동(강동구민회관 부근),3,3,37.546167,127.141887
2012,보행노인,서울특별시 강동구3,서울특별시 강동구 천호동(천호초교입구 부근),4,4,37.547814,127.132587
2012,보행노인,서울특별시 강동구4,서울특별시 강동구 길동(길동시장 부근),4,4,37.534585,127.136908
2012,보행노인,서울특별시 강동구5,서울특별시 강동구 천호동(천호신사거리 부근),5,5,37.538351,127.126946
2012,보행노인,서울특별시 강동구6,서울특별시 강동구 둔촌동(세양청마루아파트 부근),5,5,37.534293,127.141842
2012,보행노인,경기도 수원시 장안구1,경기도 수원시 장안구 조원동(이천산업 부근),3,3,37.301605,127.015006
2012,보행노인,경기도 수원시 장안구2,경기도 수원시 장안구 율전동(다다 부근),4,4,37.298606,126.970649
2012,보행노인,경기도 수원시 장안구3,경기도 수원시 장안구 연무동(화홍문갈비 부근),6,6,37.294994,127.024657
2012,보행노인,경기도 수원시 권선구1,경기도 수원시 권선구 서둔동(농촌진흥청작물시험장 부근),3,3,37.273075,126.984165
2012,보행노인,경기도 수원시 권선구2,경기도 수원시 권선구 세류동(세류사거리 부근),3,3,37.253889,127.011636
2012,보행노인,경기도 수원시 팔달구1,경기도 수원시 팔달구 신풍동(종로삼거리 부근),3,3,37.282533,127.016754
2012,보행노인,경기도 수원시 팔달구2,경기도 수원시 팔달구 매산로1가(수원역로터리 부근),3,3,37.266148,127.000562
2012,보행노인,경기도 수원시 팔달구3,경기도 수원시 팔달구 팔달로1가(팔달문로터리 부근),4,4,37.278209,127.016924
2012,보행노인,경기도 수원시 팔달구4,경기도 수원시 팔달구 영동(영동사거리 부근),4,4,37.275236,127.018346
2012,보행노인,경기도 수원시 팔달구5,경기도 수원시 팔달구 북수동(장안문로터리 부근),4,4,37.289257,127.014182
2012,보행노인,경기도 성남시 수정구1,경기도 성남시 수정구 신흥동(보건소삼거리 부근),3,3,37.453500,127.149616
2012,보행노인,경기도 성남시 수정구2,경기도 성남시 수정구 수진동(KT모란지점 부근),3,3,37.435557,127.128723
2012,보행노인,경기도 성남시 수정구3,경기도 성남시 수정구 태평동(중앙시장사거리 부근),4,4,37.440868,127.131597
2012,보행노인,경기도 성남시 수정구4,경기도 성남시 수정구 태평동(시청삼거리 부근),4,5,37.442988,127.138792
2012,보행노인,경기도 성남시 중원구1,경기도 성남시 중원구 상대원동(방주교회 부근),3,3,37.438796,127.157493
2012,보행노인,경기도 성남시 중원구2,경기도 성남시 중원구 성남동(모란시장사거리 부근),5,5,37.430904,127.129210
2012,보행노인,경기도 성남시 분당구1,경기도 성남시 분당구 구미동(무지개사거리 부근),3,3,37.337198,127.116095
2012,보행노인,경기도 성남시 분당구2,경기도 성남시 분당구 야탑동((주)이랜드뉴코아아울렛야탑점 부근),3,3,37.410286,127.127570
2012,보행노인,경기도 용인시 처인구1,경기도 용인시 처인구 김량장동(용인공용버스터미널 부근),4,4,37.233011,127.209733
2012,보행노인,경기도 용인시 기흥구1,경기도 용인시 기흥구 신갈동(신고을(장어나루터) 부근),3,3,37.271828,127.108726
2012,보행노인,경기도 용인시 수지구1,경기도 용인시 수지구 풍덕천동(세수대야냉면 부근),3,3,37.323721,127.095936
2012,자전거,서울특별시 종로구1,서울특별시 종로구 경운동(안국역 부근),4,4,37.576533,126.985544
2012,자전거,서울특별시 종로구2,서울특별시 종로구 서린동(SK빌딩 부근),4,4,37.570279,126.981070
2012,자전거,서울특별시 종로구3,서울특별시 종로구 숭인동(동묘앞역_일반국도6호선_진출 부근),5,5,37.572994,127.015243
2012,자전거,서울특별시 중구1,서울특별시 중구 흥인동(다산교(남단) 부근),4,4,37.569714,127.015435
2012,자전거,서울특별시 용산구1,서울특별시 용산구 한강로3가(용산대우드림월드3차_한강로_진 부근),5,5,37.522868,126.961790
2012,자전거,서울특별시 성동구1,서울특별시 성동구 성수동2가(성수역 부근),4,4,37.543487,127.056858
2012,자전거,서울특별시 성동구2,서울특별시 성동구 성수동1가(두산식품동부영업소 부근),4,5,37.540795,127.047929
2012,자전거,서울특별시 성동구3,서울특별시 성동구 성수동1가(한양종합카쎈타 부근),5,5,37.537348,127.059365
2012,자전거,서울특별시 성동구4,서울특별시 성동구 성수동2가(경동초교입구사거리 부근),6,6,37.546348,127.050442
2012,자전거,서울특별시 광진구1,서울특별시 광진구 중곡동(일반국도3호선-일반국도3호선진 부근),4,4,37.559254,127.074292
2012,자전거,서울특별시 광진구2,서울특별시 광진구 구의동(광진우체국 부근),4,5,37.539093,127.089670
2012,자전거,서울특별시 광진구3,서울특별시 광진구 군자동(흰돌교회 부근),4,5,37.553808,127.070436
2012,자전거,서울특별시 광진구4,서울특별시 광진구 자양동(동부간선도로-강변북로램프(7) 부근),5,5,37.530060,127.070697
2012,자전거,서울특별시 광진구5,서울특별시 광진구 능동(세종대학교 부근),5,5,37.550553,127.076021
2012,자전거,서울특별시 광진구6,서울특별시 광진구 광장동(올림픽대교진입고가차도(북측) 부근),5,5,37.540620,127.097509
2012,자전거,서울특별시 광진구7,서울특별시 광진구 구의동(자양사거리 부근),5,5,37.536451,127.083717
2012,자전거,서울특별시 광진구8,서울특별시 광진구 자양동(신양초교앞 부근),6,6,37.536269,127.069063
2012,자전거,서울특별시 광진구9,서울특별시 광진구 자양동(신자초교입구 부근),6,6,37.533585,127.074109
2012,자전거,서울특별시 광진구10,서울특별시 광진구 자양동(자양삼거리 부근),6,7,37.537317,127.077722
2012,자전거,서울특별시 광진구11,서울특별시 광진구 구의동(아차산역 부근),6,6,37.549358,127.090743
2012,자전거,서울특별시 광진구12,서울특별시 광진구 군자동(구의사거리 부근),7,7,37.544894,127.086142
2012,자전거,서울특별시 광진구13,서울특별시 광진구 중곡동(군자역 부근),7,7,37.556906,127.079243
2012,자전거,서울특별시 광진구14,서울특별시 광진구 구의동(결혼의집백악관 부근),7,7,37.553411,127.088548
2012,자전거,서울특별시 광진구15,서울특별시 광진구 자양동(국민은행자양동지점 부근),8,8,37.530737,127.079158
2012,자전거,서울특별시 광진구16,서울특별시 광진구 화양동(건대입구역 부근),10,10,37.540501,127.071003
2012,자전거,서울특별시 동대문구1,서울특별시 동대문구 장안동(동부간선도로-천호대로램프(8) 부근),3,3,37.566029,127.074635
